Type,Cotton,Organic_cotton,Other_plant,Wool,Other_animal,Polyester,Nylon,Spandex,Polyamide,Other_synthetic,Lyocell,Viscose,Rayon,Other_regenerated,Other,Recycled_content,Reused_content,Material_label,Chemicals_label,Production_label,Manufacturing_location,Transporation_distance,Use_location,Washing_instruction,Drying_instruction,Reusability_label,Recylability_label,EI
jeans,0.15,0.84,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0,1,1,Europe,11153.0,USA,Machine wash_ cold,Line dry,0,0,1
jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,Europe,10253.0,USA,Machine wash_ cold,Line dry,0,0,3
jeans,0.11,0.87,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0,1,1,Europe,11153.0,USA,Machine wash_ cold,Line dry,0,0,1
jeans,0.87,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,Europe,10253.0,USA,Machine wash_ cold,Line dry,0,0,3
jeans,0.0,0.81,0.0,0.0,0.0,0.17,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0,1,1,Europe,11153.0,USA,Machine wash_ cold,Line dry,0,1,1
jacket,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,Europe,10253.0,USA,Machine wash_ cold,Line dry,0,0,3
jacket,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1,1,1,Europe,11153.0,USA,Machine wash_ cold,Line dry,0,1,1
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,7333.0,EU,Machine wash_ cold,Tumble dry_ low,0,0,4
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,7029.0,USA-UK-EU,Machine wash_ cold,Tumble dry_ low,0,1,4
t-shirt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,20000.0,USA-UK-EU,Machine wash_ cold,Tumble dry_ low,0,1,4
sweater,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,20000.0,USA-UK-EU,Machine wash_ cold,Tumble dry_ low,0,1,4
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,8661.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
t-shirt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,unknown,20000.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,2
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,Asia,8661.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,3
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,Asia,9561.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,3
jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Africa,2907.5,EU,Machine wash_ cold,Tumble dry_ low,0,1,3
jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Africa,3807.5,EU,Machine wash_ cold,Tumble dry_ low,0,1,3
jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Africa,2907.5,EU,Machine wash_ cold,Tumble dry_ low,0,1,4
jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,9561.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,5
jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,8661.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,13184.0,USA,Machine wash_ cold,Tumble dry_ low,0,0,4
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,11373.0,USA,Machine wash_ cold,Line dry,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,20000.0,USA-UK-EU,Machine wash_ warm,Tumble dry_ low,0,0,4
jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,8661.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,9561.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,5
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,8661.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,12273.0,USA,Machine wash_ cold,Line dry,0,0,5
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,8661.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
t-shirt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,20000.0,USA-UK-EU,Machine wash_ warm,Tumble dry_ low,0,0,4
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,8661.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,20000.0,USA-UK-EU,Machine wash_ warm,Tumble dry_ low,0,0,4
t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,8661.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Asia,9561.0,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
blouse,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7746.0,Germany,Machine wash_ cold,Line dry,0,0,5
blouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19162.0,Belgium,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6279.0,Netherlands,Machine wash_ warm,Tumble dry_ low,0,0,4
blouse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13147.0,France,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,10296.0,Luxembourg,Machine wash_ cold,Line dry,0,0,2
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,14124.0,Switzerland,Machine wash_ warm,Tumble dry_ low,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10982.0,Austria,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.25,0.59,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7901.0,Czechia,Machine wash_ cold,Line dry,0,0,4
blouse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19443.0,Poland,Machine wash_ cold,Line dry,0,0,4
blouse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17725.0,Denmark,Machine wash_ cold,Line dry,0,0,4
blouse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5593.0,Sweden,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17246.0,Norway,Machine wash_ warm,Tumble dry_ low,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10344.0,Finland,Machine wash_ cold,Line dry,0,0,4
blouse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,14365.0,UK,Machine wash_ cold,Line dry,0,0,4
blouse,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13899.0,Spain,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19750.0,Italy,Machine wash_ warm,Line dry,0,0,4
blouse,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8642.0,Germany,Machine wash_ cold,Line dry,0,0,5
blouse,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10747.0,Belgium,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,19171.0,Netherlands,Machine wash_ cold,Line dry,0,0,3
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15628.0,France,Machine wash_ warm,Tumble dry_ low,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13970.0,Luxembourg,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12971.0,Switzerland,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12164.0,Austria,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,19621.0,Czechia,Machine wash_ warm,Tumble dry_ low,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10969.0,Poland,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,14356.0,Denmark,Machine wash_ cold,Line dry,0,0,5
blouse,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,19732.0,Sweden,Machine wash_ cold,Line dry,0,0,3
blouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7402.0,Norway,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8434.0,Finland,Machine wash_ cold,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16494.0,UK,Machine wash_ warm,Line dry,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13090.0,Spain,Machine wash_ warm,Tumble dry_ low,0,0,4
blouse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15600.0,Italy,Machine wash_ warm,Tumble dry_ low,0,0,4
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.71,0.0,0.0,0.0,0,0,0,unknown,5897.0,Germany,Machine wash_ cold,Line dry,0,0,5
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13298.0,Belgium,Machine wash_ cold,Line dry,0,0,5
dress,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,5870.0,Netherlands,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,11381.0,France,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,9180.0,Luxembourg,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9913.0,Switzerland,Dry clean,Dry clean,0,0,4
dress,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,15321.0,Austria,Machine wash_ cold,Line dry,0,0,4
dress,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.17,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5386.0,Czechia,Hand wash,Line dry,0,0,3
dress,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7092.0,Poland,Machine wash_ cold,Line dry,0,0,4
dress,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10291.0,Denmark,Machine wash_ warm,Tumble dry_ low,0,0,4
dress,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18011.0,Sweden,Machine wash_ cold,Line dry,0,0,4
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15542.0,Norway,Machine wash_ warm,Line dry,0,0,5
dress,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12774.0,Finland,Machine wash_ cold,Line dry,0,0,5
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7954.0,UK,Machine wash_ cold,Line dry,0,0,5
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,19690.0,Spain,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.04,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19638.0,Italy,Machine wash_ cold,Line dry,0,0,5
dress,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11835.0,Germany,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6515.0,Belgium,Machine wash_ cold,Line dry,0,0,4
dress,0.72,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,19031.0,Netherlands,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18992.0,France,Machine wash_ cold,Line dry,0,0,5
dress,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,7716.0,Luxembourg,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,19938.0,Switzerland,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16309.0,Austria,Machine wash_ cold,Line dry,0,0,5
dress,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7875.0,Czechia,Machine wash_ cold,Line dry,0,0,4
dress,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16354.0,Poland,Machine wash_ cold,Line dry,0,0,4
dress,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,19228.0,Denmark,Machine wash_ cold,Line dry,0,0,4
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9476.0,Sweden,Machine wash_ cold,Line dry,0,0,5
dress,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.04,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19537.0,Norway,Machine wash_ cold,Line dry,0,0,4
dress,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13784.0,Finland,Machine wash_ cold,Line dry,0,0,4
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17883.0,UK,Machine wash_ cold,Line dry,0,0,5
dress,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,9402.0,Spain,Machine wash_ cold,Line dry,0,0,3
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12351.0,Italy,Machine wash_ cold,Line dry,0,0,5
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12685.0,Germany,Machine wash_ cold,Tumble dry_ medium,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16271.0,Belgium,Machine wash_ cold,Tumble dry_ medium,0,0,4
jacket,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9184.0,Netherlands,Machine wash_ cold,Line dry,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,5102.0,France,Machine wash_ cold,Tumble dry_ medium,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19312.0,Luxembourg,Machine wash_ cold,Line dry,0,0,4
jacket,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11602.0,Switzerland,Machine wash_ cold,Line dry,0,0,4
jacket,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13092.0,Austria,Hand wash,Line dry,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8377.0,Czechia,Machine wash_ cold,Line dry,0,0,5
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19150.0,Poland,Machine wash_ cold,Line dry,0,0,4
jacket,0.5,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12109.0,Denmark,Machine wash_ cold,Tumble dry_ low,0,0,5
jacket,0.0,0.0,0.0,0.07,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5874.0,Sweden,Machine wash_ cold,Line dry,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7125.0,Norway,Dry clean,Dry clean,0,0,5
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15754.0,Finland,Machine wash_ warm,Tumble dry_ low,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11598.0,UK,Machine wash_ cold,Line dry,0,0,5
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16241.0,Spain,Machine wash_ cold,Tumble dry_ medium,0,0,4
jacket,0.34,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16386.0,Italy,Machine wash_ warm,Line dry,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12508.0,Germany,Machine wash_ cold,Line dry,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15306.0,Belgium,Machine wash_ cold,Line dry,0,0,4
jacket,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,9179.0,Netherlands,Machine wash_ cold,Line dry,0,0,3
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5976.0,France,Machine wash_ cold,Line dry,0,0,4
jacket,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.06,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13560.0,Luxembourg,Machine wash_ cold,Line dry,0,0,4
jacket,0.58,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7187.0,Switzerland,Machine wash_ warm,Line dry,0,0,5
jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18907.0,Austria,Machine wash_ warm,Tumble dry_ low,0,0,4
jacket,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,15876.0,Czechia,Machine wash_ cold,Line dry,0,0,3
